0.0,1659196801399,1.283864974975586
1.0,1659196855422,1.1207702159881592
2.0,1659196899518,1.119377613067627
3.0,1659196943450,1.1192611455917358
4.0,1659196986907,1.1192691326141357
5.0,1659197030917,1.1191432476043701
6.0,1659197074641,1.1192280054092407
7.0,1659197118917,1.1192855834960938
8.0,1659197164107,1.1192152500152588
9.0,1659197207568,1.11918044090271
10.0,1659197261822,1.1191962957382202
11.0,1659197307462,1.1191462278366089
12.0,1659197353553,1.1191999912261963
13.0,1659197399555,1.1192210912704468
14.0,1659197450841,1.1191624402999878
15.0,1659197503982,1.1191978454589844
16.0,1659197565925,1.1192898750305176
17.0,1659197622421,1.1192240715026855
18.0,1659197668326,1.1191456317901611
19.0,1659197714151,1.1191511154174805
