0.0,1659193926966,1.0399786233901978
1.0,1659194175917,1.0051888227462769
2.0,1659194425141,0.9978803396224976
3.0,1659194675527,0.9928184747695923
4.0,1659194925789,0.9886173009872437
5.0,1659195177469,0.98573899269104
6.0,1659195428695,0.983642041683197
7.0,1659195679649,0.9814910292625427
8.0,1659195931393,0.9793445467948914
9.0,1659196183845,0.9773133993148804
10.0,1659196434897,0.9752631783485413
11.0,1659196686156,0.9731601476669312
12.0,1659196937307,0.971530020236969
13.0,1659197191480,0.9703084826469421
14.0,1659197443390,0.9689221382141113
15.0,1659197695484,0.9676670432090759
16.0,1659197946874,0.9666814208030701
17.0,1659198198489,0.9658257961273193
18.0,1659198451169,0.964582622051239
19.0,1659198703790,0.9638808369636536
